05月24日 11:20:39 : Validating ... 
05月24日 11:21:51 : Init Val @ Epoch:1, lr:0.0001, val_mse_loss: 5391.1001579122385, val_rate_loss: 0.07138931124292787, val_total_loss: 5391.1715394365065, val_rate_display: 0.12254995301048811 
05月24日 11:21:59 : Epoch 1/90, Iter 0/219, loss = 6006.81, mse_loss = 6006.77, rate_loss = 0.04, rate_display = 0.12, lr = 0.00010000
05月24日 11:21:59 : Epoch 1/90, Iter 1/219, loss = 60255.18, mse_loss = 60255.15, rate_loss = 0.02, rate_display = 0.09, lr = 0.00010000
05月24日 11:22:00 : Epoch 1/90, Iter 2/219, loss = 47249.28, mse_loss = 47249.27, rate_loss = 0.01, rate_display = 0.09, lr = 0.00010000
05月24日 11:22:00 : Epoch 1/90, Iter 3/219, loss = 53612.88, mse_loss = 53612.85, rate_loss = 0.03, rate_display = 0.09, lr = 0.00010000
05月24日 11:22:01 : Epoch 1/90, Iter 4/219, loss = 47347.75, mse_loss = 47347.70, rate_loss = 0.05, rate_display = 0.10, lr = 0.00010000
05月24日 11:22:02 : Epoch 1/90, Iter 5/219, loss = 42017.20, mse_loss = 42017.13, rate_loss = 0.07, rate_display = 0.11, lr = 0.00010000
05月24日 11:22:02 : Epoch 1/90, Iter 6/219, loss = 38070.80, mse_loss = 38070.72, rate_loss = 0.08, rate_display = 0.11, lr = 0.00010000
05月24日 11:22:03 : Epoch 1/90, Iter 7/219, loss = 34738.32, mse_loss = 34738.23, rate_loss = 0.09, rate_display = 0.12, lr = 0.00010000
05月24日 11:22:03 : Epoch 1/90, Iter 8/219, loss = 32203.05, mse_loss = 32202.95, rate_loss = 0.09, rate_display = 0.12, lr = 0.00010000
05月24日 11:22:04 : Epoch 1/90, Iter 9/219, loss = 30364.66, mse_loss = 30364.56, rate_loss = 0.10, rate_display = 0.12, lr = 0.00010000
05月24日 11:22:04 : Epoch 1/90, Iter 10/219, loss = 28902.18, mse_loss = 28902.07, rate_loss = 0.11, rate_display = 0.13, lr = 0.00010000
05月24日 11:22:05 : Epoch 1/90, Iter 11/219, loss = 27666.93, mse_loss = 27666.80, rate_loss = 0.13, rate_display = 0.13, lr = 0.00010000
05月24日 11:22:06 : Epoch 1/90, Iter 12/219, loss = 26648.26, mse_loss = 26648.12, rate_loss = 0.14, rate_display = 0.13, lr = 0.00010000
05月24日 11:22:06 : Epoch 1/90, Iter 13/219, loss = 25607.32, mse_loss = 25607.17, rate_loss = 0.15, rate_display = 0.13, lr = 0.00010000
05月24日 11:22:07 : Epoch 1/90, Iter 14/219, loss = 24717.85, mse_loss = 24717.69, rate_loss = 0.15, rate_display = 0.13, lr = 0.00010000
05月24日 11:22:07 : Epoch 1/90, Iter 15/219, loss = 23866.14, mse_loss = 23865.98, rate_loss = 0.16, rate_display = 0.14, lr = 0.00010000
05月24日 11:22:08 : Epoch 1/90, Iter 16/219, loss = 23131.01, mse_loss = 23130.85, rate_loss = 0.16, rate_display = 0.14, lr = 0.00010000
05月24日 11:22:09 : Epoch 1/90, Iter 17/219, loss = 22660.32, mse_loss = 22660.16, rate_loss = 0.16, rate_display = 0.14, lr = 0.00010000
05月24日 11:22:09 : Epoch 1/90, Iter 18/219, loss = 22066.91, mse_loss = 22066.75, rate_loss = 0.17, rate_display = 0.14, lr = 0.00010000
